state_abbr,state_fips,county_name,city_fips,stpl_fips,stcosub_fips,stcotr_fips,city_name,metric_name,metric_number,group_name,group_number,num,denom,est,lci,uci,data_yr_type,data_yr,geo_level,date_export,census_year,version,suggested_citation
DC,11,District of Columbia,1150000,1150000,-999,11001001001,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001001002,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001001100,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001001200,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001001301,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001001302,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001001401,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001001402,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001001500,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001001600,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001001702,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001001803,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001001804,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001001901,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001001902,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002001,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002002,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002101,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002102,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002201,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002202,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002301,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002302,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002400,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002501,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002502,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002600,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002701,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002702,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002801,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002802,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001002900,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001003000,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001003100,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001003200,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001003301,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001003302,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001003400,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001003500,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001003600,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001003700,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001003800,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001003900,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001004001,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001004002,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001004100,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001004201,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001004202,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001004300,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001004400,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001004600,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001004701,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001004702,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001004801,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001004802,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001004901,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001004902,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001005001,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001005002,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001005201,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001005301,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001005500,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001005600,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001005800,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001005900,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001006202,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001006400,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001006500,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001006600,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001006700,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001006801,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001006802,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001006804,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001006900,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007000,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007100,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007200,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007301,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.5,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007304,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.4,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007401,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.5,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007403,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.5,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007404,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.5,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007406,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.5,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007407,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.5,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007408,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.5,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007409,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.5,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007502,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.5,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007503,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.5,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007504,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.5,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007601,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007603,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.5,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007604,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.5,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007605,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007703,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007707,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.5,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007708,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007709,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007803,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007804,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007806,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007807,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.5,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007808,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.5,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007809,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007901,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001007903,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001008001,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001008002,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001008100,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001008200,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001008301,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001008302,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001008402,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001008410,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001008701,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.6,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
DC,11,District of Columbia,1150000,1150000,-999,11001008702,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,8.7,-999,-999,"2018, 1 Year Modeled Estimate",2018,tract,2022-11-30,2010,16.0,
