"Label (Grouping)","Census Tract 64, District of Columbia, District of Columbia!!Total!!Estimate","Census Tract 64, District of Columbia, District of Columbia!!Total!!Margin of Error","Census Tract 64, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Number!!Estimate","Census Tract 64, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Number!!Margin of Error","Census Tract 64, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Percent Distribution!!Estimate","Census Tract 64, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Percent Distribution!!Margin of Error","Census Tract 64, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Rate per 1,000 women!!Estimate","Census Tract 64, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Rate per 1,000 women!!Margin of Error","Census Tract 64, District of Columbia, District of Columbia!!Percent of women who had a birth in the past 12 months who were unmarried!!Estimate","Census Tract 64, District of Columbia, District of Columbia!!Percent of women who had a birth in the past 12 months who were unmarried!!Margin of Error","Census Tract 102.01, District of Columbia, District of Columbia!!Total!!Estimate","Census Tract 102.01, District of Columbia, District of Columbia!!Total!!Margin of Error","Census Tract 102.01, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Number!!Estimate","Census Tract 102.01, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Number!!Margin of Error","Census Tract 102.01, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Percent Distribution!!Estimate","Census Tract 102.01, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Percent Distribution!!Margin of Error","Census Tract 102.01, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Rate per 1,000 women!!Estimate","Census Tract 102.01, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Rate per 1,000 women!!Margin of Error","Census Tract 102.01, District of Columbia, District of Columbia!!Percent of women who had a birth in the past 12 months who were unmarried!!Estimate","Census Tract 102.01, District of Columbia, District of Columbia!!Percent of women who had a birth in the past 12 months who were unmarried!!Margin of Error","Census Tract 102.02, District of Columbia, District of Columbia!!Total!!Estimate","Census Tract 102.02, District of Columbia, District of Columbia!!Total!!Margin of Error","Census Tract 102.02, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Number!!Estimate","Census Tract 102.02, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Number!!Margin of Error","Census Tract 102.02, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Percent Distribution!!Estimate","Census Tract 102.02, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Percent Distribution!!Margin of Error","Census Tract 102.02, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Rate per 1,000 women!!Estimate","Census Tract 102.02, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Rate per 1,000 women!!Margin of Error","Census Tract 102.02, District of Columbia, District of Columbia!!Percent of women who had a birth in the past 12 months who were unmarried!!Estimate","Census Tract 102.02, District of Columbia, District of Columbia!!Percent of women who had a birth in the past 12 months who were unmarried!!Margin of Error","Census Tract 105, District of Columbia, District of Columbia!!Total!!Estimate","Census Tract 105, District of Columbia, District of Columbia!!Total!!Margin of Error","Census Tract 105, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Number!!Estimate","Census Tract 105, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Number!!Margin of Error","Census Tract 105, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Percent Distribution!!Estimate","Census Tract 105, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Percent Distribution!!Margin of Error","Census Tract 105, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Rate per 1,000 women!!Estimate","Census Tract 105, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Rate per 1,000 women!!Margin of Error","Census Tract 105, District of Columbia, District of Columbia!!Percent of women who had a birth in the past 12 months who were unmarried!!Estimate","Census Tract 105, District of Columbia, District of Columbia!!Percent of women who had a birth in the past 12 months who were unmarried!!Margin of Error","Census Tract 110.01, District of Columbia, District of Columbia!!Total!!Estimate","Census Tract 110.01, District of Columbia, District of Columbia!!Total!!Margin of Error","Census Tract 110.01, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Number!!Estimate","Census Tract 110.01, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Number!!Margin of Error","Census Tract 110.01, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Percent Distribution!!Estimate","Census Tract 110.01, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Percent Distribution!!Margin of Error","Census Tract 110.01, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Rate per 1,000 women!!Estimate","Census Tract 110.01, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Rate per 1,000 women!!Margin of Error","Census Tract 110.01, District of Columbia, District of Columbia!!Percent of women who had a birth in the past 12 months who were unmarried!!Estimate","Census Tract 110.01, District of Columbia, District of Columbia!!Percent of women who had a birth in the past 12 months who were unmarried!!Margin of Error","Census Tract 110.02, District of Columbia, District of Columbia!!Total!!Estimate","Census Tract 110.02, District of Columbia, District of Columbia!!Total!!Margin of Error","Census Tract 110.02, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Number!!Estimate","Census Tract 110.02, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Number!!Margin of Error","Census Tract 110.02, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Percent Distribution!!Estimate","Census Tract 110.02, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Percent Distribution!!Margin of Error","Census Tract 110.02, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Rate per 1,000 women!!Estimate","Census Tract 110.02, District of Columbia, District of Columbia!!Women with births in the past 12 months!!Rate per 1,000 women!!Margin of Error","Census Tract 110.02, District of Columbia, District of Columbia!!Percent of women who had a birth in the past 12 months who were unmarried!!Estimate","Census Tract 110.02, District of Columbia, District of Columbia!!Percent of women who had a birth in the past 12 months who were unmarried!!Margin of Error"
"        Foreign born","1","±2","0","±14","0.0%","±49.4","0","±1,000","-","**","152","±105","0","±14","-","**","0","±252","-","**","118","±65","0","±14","-","**","0","±307","-","**","359","±177","12","±22","31.6%","±49.0","33","±68","0.0%","±100.0","26","±31","9","±15","100.0%","±100.0","346","±624","0.0%","±100.0","41","±45","0","±14","-","**","0","±545","-","**"
"    EDUCATIONAL ATTAINMENT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Less than high school graduate","159","±104","29","±46","58.0%","±54.8","182","±284","100.0%","±64.8","0","±14","0","±14","-","**","-","**","-","**","69","±30","0","±14","-","**","0","±420","-","**","148","±93","19","±32","50.0%","±50.0","128","±203","100.0%","±80.1","4","±14","0","±14","0.0%","±100.0","0","±1,000","-","**","0","±14","0","±14","-","**","-","**","-","**"
"        High school graduate (includes equivalency)","125","±79","0","±14","0.0%","±49.4","0","±294","-","**","0","±14","0","±14","-","**","-","**","-","**","0","±14","0","±14","-","**","-","**","-","**","96","±72","0","±14","0.0%","±56.6","0","±353","-","**","106","±135","0","±14","0.0%","±100.0","0","±331","-","**","0","±14","0","±14","-","**","-","**","-","**"
"        Some college or associate's degree","84","±68","0","±14","0.0%","±49.4","0","±381","-","**","44","±44","0","±14","-","**","0","±526","-","**","228","±234","0","±14","-","**","0","±178","-","**","39","±40","0","±14","0.0%","±56.6","0","±559","-","**","0","±14","0","±14","0.0%","±100.0","-","**","-","**","81","±83","0","±14","-","**","0","±388","-","**"
"        Bachelor's degree","177","±111","21","±23","42.0%","±54.8","119","±152","0.0%","±76.1","275","±127","0","±14","-","**","0","±151","-","**","202","±103","0","±14","-","**","0","±198","-","**","433","±169","0","±14","0.0%","±56.6","0","±99","-","**","351","±189","0","±14","0.0%","±100.0","0","±120","-","**","88","±55","0","±14","-","**","0","±371","-","**"
"        Graduate or professional degree","85","±53","0","±14","0.0%","±49.4","0","±378","-","**","446","±142","0","±14","-","**","0","±96","-","**","113","±74","0","±14","-","**","0","±316","-","**","792","±312","19","±25","50.0%","±50.0","24","±32","0.0%","±80.1","229","±197","9","±15","100.0%","±100.0","39","±86","0.0%","±100.0","212","±103","0","±14","-","**","0","±190","-","**"
"POVERTY STATUS IN THE PAST 12 MONTHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Women 15 to 50 years for whom poverty status is determined","630","±196","50","±52","(X)","(X)","79","±79","58.0%","±54.8","765","±177","0","±14","(X)","(X)","0","±57","-","**","612","±251","0","±14","(X)","(X)","0","±71","-","**","1,508","±339","38","±40","(X)","(X)","25","±26","50.0%","±50.0","690","±330","9","±15","(X)","(X)","13","±23","0.0%","±100.0","381","±123","0","±14","(X)","(X)","0","±111","-","**"
"        Below 100 percent of poverty level","306","±152","29","±46","58.0%","±54.8","95","±152","100.0%","±64.8","64","±55","0","±14","-","**","0","±436","-","**","74","±52","0","±14","-","**","0","±406","-","**","180","±119","0","±14","0.0%","±56.6","0","±219","-","**","0","±14","0","±14","0.0%","±100.0","-","**","-","**","41","±66","0","±14","-","**","0","±545","-","**"
"        100 to 199 percent of poverty level","64","±56","0","±14","0.0%","±49.4","0","±436","-","**","97","±100","0","±14","-","**","0","±350","-","**","215","±229","0","±14","-","**","0","±188","-","**","54","±64","0","±14","0.0%","±56.6","0","±475","-","**","0","±14","0","±14","0.0%","±100.0","-","**","-","**","0","±14","0","±14","-","**","-","**","-","**"
"        200 percent or more above poverty level","260","±122","21","±23","42.0%","±54.8","81","±95","0.0%","±76.1","604","±161","0","±14","-","**","0","±72","-","**","323","±98","0","±14","-","**","0","±130","-","**","1,274","±319","38","±40","100.0%","±56.6","30","±31","50.0%","±50.0","690","±330","9","±15","100.0%","±100.0","13","±23","0.0%","±100.0","340","±103","0","±14","-","**","0","±124","-","**"
"LABOR FORCE STATUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Women 16 to 50 years","604","±180","50","±52","(X)","(X)","83","±82","58.0%","±54.8","765","±177","0","±14","(X)","(X)","0","±57","-","**","610","±252","0","±14","(X)","(X)","0","±71","-","**","1,508","±339","38","±40","(X)","(X)","25","±26","50.0%","±50.0","686","±330","9","±15","(X)","(X)","13","±23","0.0%","±100.0","381","±123","0","±14","(X)","(X)","0","±111","-","**"
"        In labor force","436","±155","40","±49","80.0%","±37.1","92","±107","72.5%","±54.4","705","±173","0","±14","-","**","0","±62","-","**","569","±251","0","±14","-","**","0","±76","-","**","1,353","±321","38","±40","100.0%","±56.6","28","±29","50.0%","±50.0","642","±319","9","±15","100.0%","±100.0","14","±25","0.0%","±100.0","381","±123","0","±14","-","**","0","±111","-","**"
"PUBLIC ASSISTANCE INCOME IN THE PAST 12 MONTHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Women 15 to 50 years","630","±196","50","±52","(X)","(X)","79","±79","58.0%","±54.8","765","±177","0","±14","(X)","(X)","0","±57","-","**","612","±251","0","±14","(X)","(X)","0","±71","-","**","1,508","±339","38","±40","(X)","(X)","25","±26","50.0%","±50.0","690","±330","9","±15","(X)","(X)","13","±23","0.0%","±100.0","381","±123","0","±14","(X)","(X)","0","±111","-","**"
"        Received public assistance income","59","±50","0","±14","0.0%","±49.4","0","±454","-","**","0","±14","0","±14","-","**","-","**","-","**","155","±226","0","±14","-","**","0","±248","-","**","0","±14","0","±14","0.0%","±56.6","-","**","-","**","0","±14","0","±14","0.0%","±100.0","-","**","-","**","0","±14","0","±14","-","**","-","**","-","**"
"        Did not receive public assistance income","571","±196","50","±52","100.0%","±49.3","88","±88","58.0%","±54.8","765","±177","0","±14","-","**","0","±57","-","**","457","±116","0","±14","-","**","0","±94","-","**","1,508","±339","38","±40","100.0%","±56.6","25","±26","50.0%","±50.0","690","±330","9","±15","100.0%","±100.0","13","±23","0.0%","±100.0","381","±123","0","±14","-","**","0","±111","-","**"
"PERCENT ALLOCATED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Marital status","14.6%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","2.2%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","13.9%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","4.2%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","14.2%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Fertility","14.1%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","3.4%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","13.9%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","6.2%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","0.0%","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
