"Label (Grouping)","Census Tract 64, District of Columbia, District of Columbia!!Occupied housing units!!Estimate","Census Tract 64, District of Columbia, District of Columbia!!Occupied housing units!!Margin of Error","Census Tract 64, District of Columbia, District of Columbia!!Percent occupied housing units!!Estimate","Census Tract 64, District of Columbia, District of Columbia!!Percent occupied housing units!!Margin of Error","Census Tract 64, District of Columbia, District of Columbia!!Owner-occupied housing units!!Estimate","Census Tract 64, District of Columbia, District of Columbia!!Owner-occupied housing units!!Margin of Error","Census Tract 64, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Estimate","Census Tract 64, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Margin of Error","Census Tract 64, District of Columbia, District of Columbia!!Renter-occupied housing units!!Estimate","Census Tract 64, District of Columbia, District of Columbia!!Renter-occupied housing units!!Margin of Error","Census Tract 64, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Estimate","Census Tract 64, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Margin of Error","Census Tract 102.01, District of Columbia, District of Columbia!!Occupied housing units!!Estimate","Census Tract 102.01, District of Columbia, District of Columbia!!Occupied housing units!!Margin of Error","Census Tract 102.01, District of Columbia, District of Columbia!!Percent occupied housing units!!Estimate","Census Tract 102.01, District of Columbia, District of Columbia!!Percent occupied housing units!!Margin of Error","Census Tract 102.01, District of Columbia, District of Columbia!!Owner-occupied housing units!!Estimate","Census Tract 102.01, District of Columbia, District of Columbia!!Owner-occupied housing units!!Margin of Error","Census Tract 102.01, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Estimate","Census Tract 102.01, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Margin of Error","Census Tract 102.01, District of Columbia, District of Columbia!!Renter-occupied housing units!!Estimate","Census Tract 102.01, District of Columbia, District of Columbia!!Renter-occupied housing units!!Margin of Error","Census Tract 102.01, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Estimate","Census Tract 102.01, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Margin of Error","Census Tract 102.02, District of Columbia, District of Columbia!!Occupied housing units!!Estimate","Census Tract 102.02, District of Columbia, District of Columbia!!Occupied housing units!!Margin of Error","Census Tract 102.02, District of Columbia, District of Columbia!!Percent occupied housing units!!Estimate","Census Tract 102.02, District of Columbia, District of Columbia!!Percent occupied housing units!!Margin of Error","Census Tract 102.02, District of Columbia, District of Columbia!!Owner-occupied housing units!!Estimate","Census Tract 102.02, District of Columbia, District of Columbia!!Owner-occupied housing units!!Margin of Error","Census Tract 102.02, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Estimate","Census Tract 102.02, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Margin of Error","Census Tract 102.02, District of Columbia, District of Columbia!!Renter-occupied housing units!!Estimate","Census Tract 102.02, District of Columbia, District of Columbia!!Renter-occupied housing units!!Margin of Error","Census Tract 102.02, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Estimate","Census Tract 102.02, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Margin of Error","Census Tract 105, District of Columbia, District of Columbia!!Occupied housing units!!Estimate","Census Tract 105, District of Columbia, District of Columbia!!Occupied housing units!!Margin of Error","Census Tract 105, District of Columbia, District of Columbia!!Percent occupied housing units!!Estimate","Census Tract 105, District of Columbia, District of Columbia!!Percent occupied housing units!!Margin of Error","Census Tract 105, District of Columbia, District of Columbia!!Owner-occupied housing units!!Estimate","Census Tract 105, District of Columbia, District of Columbia!!Owner-occupied housing units!!Margin of Error","Census Tract 105, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Estimate","Census Tract 105, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Margin of Error","Census Tract 105, District of Columbia, District of Columbia!!Renter-occupied housing units!!Estimate","Census Tract 105, District of Columbia, District of Columbia!!Renter-occupied housing units!!Margin of Error","Census Tract 105, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Estimate","Census Tract 105, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Margin of Error","Census Tract 110.01, District of Columbia, District of Columbia!!Occupied housing units!!Estimate","Census Tract 110.01, District of Columbia, District of Columbia!!Occupied housing units!!Margin of Error","Census Tract 110.01, District of Columbia, District of Columbia!!Percent occupied housing units!!Estimate","Census Tract 110.01, District of Columbia, District of Columbia!!Percent occupied housing units!!Margin of Error","Census Tract 110.01, District of Columbia, District of Columbia!!Owner-occupied housing units!!Estimate","Census Tract 110.01, District of Columbia, District of Columbia!!Owner-occupied housing units!!Margin of Error","Census Tract 110.01, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Estimate","Census Tract 110.01, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Margin of Error","Census Tract 110.01, District of Columbia, District of Columbia!!Renter-occupied housing units!!Estimate","Census Tract 110.01, District of Columbia, District of Columbia!!Renter-occupied housing units!!Margin of Error","Census Tract 110.01, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Estimate","Census Tract 110.01, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Margin of Error","Census Tract 110.02, District of Columbia, District of Columbia!!Occupied housing units!!Estimate","Census Tract 110.02, District of Columbia, District of Columbia!!Occupied housing units!!Margin of Error","Census Tract 110.02, District of Columbia, District of Columbia!!Percent occupied housing units!!Estimate","Census Tract 110.02, District of Columbia, District of Columbia!!Percent occupied housing units!!Margin of Error","Census Tract 110.02, District of Columbia, District of Columbia!!Owner-occupied housing units!!Estimate","Census Tract 110.02, District of Columbia, District of Columbia!!Owner-occupied housing units!!Margin of Error","Census Tract 110.02, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Estimate","Census Tract 110.02, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Margin of Error","Census Tract 110.02, District of Columbia, District of Columbia!!Renter-occupied housing units!!Estimate","Census Tract 110.02, District of Columbia, District of Columbia!!Renter-occupied housing units!!Margin of Error","Census Tract 110.02, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Estimate","Census Tract 110.02, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Margin of Error"
"            Married-couple family","113","±57","9.7%","±4.9","68","±39","31.2%","±17.0","45","±44","4.8%","±4.6","256","±110","16.5%","±7.2","18","±26","9.2%","±17.7","238","±100","17.5%","±7.4","164","±65","18.9%","±8.5","120","±49","23.5%","±11.7","44","±40","12.3%","±12.3","484","±197","22.5%","±8.1","278","±128","36.2%","±12.9","206","±171","14.9%","±10.9","408","±193","29.2%","±13.4","221","±105","36.1%","±15.2","187","±167","23.9%","±20.4","293","±112","24.3%","±9.8","264","±108","32.5%","±11.5","29","±33","7.4%","±9.7"
"                Householder 15 to 34 years","35","±31","3.0%","±2.7","26","±28","11.9%","±13.0","9","±15","1.0%","±1.5","97","±63","6.2%","±4.2","8","±15","4.1%","±10.3","89","±60","6.5%","±4.5","27","±35","3.1%","±3.9","19","±31","3.7%","±6.1","8","±13","2.2%","±3.8","156","±87","7.2%","±4.0","64","±65","8.3%","±7.9","92","±77","6.6%","±5.3","61","±68","4.4%","±4.9","61","±68","10.0%","±10.5","0","±13","0.0%","±5.0","14","±23","1.2%","±1.9","0","±13","0.0%","±4.8","14","±23","3.6%","±6.4"
"                Householder 35 to 64 years","39","±40","3.4%","±3.4","20","±24","9.2%","±11.2","19","±31","2.0%","±3.2","143","±100","9.2%","±6.4","10","±20","5.1%","±12.4","133","±93","9.8%","±6.8","87","±42","10.0%","±5.5","71","±33","13.9%","±7.7","16","±20","4.5%","±6.2","308","±179","14.3%","±7.6","194","±101","25.3%","±11.3","114","±148","8.2%","±10.0","316","±187","22.7%","±13.0","138","±81","22.5%","±12.4","178","±165","22.7%","±20.3","157","±88","13.0%","±7.2","142","±85","17.5%","±9.5","15","±24","3.8%","±6.9"
"                Householder 65 years and over","39","±40","3.4%","±3.4","22","±27","10.1%","±11.6","17","±28","1.8%","±2.9","16","±23","1.0%","±1.5","0","±13","0.0%","±18.4","16","±23","1.2%","±1.7","50","±44","5.7%","±5.3","30","±33","5.9%","±7.1","20","±32","5.6%","±9.2","20","±29","0.9%","±1.4","20","±29","2.6%","±3.7","0","±13","0.0%","±2.8","31","±29","2.2%","±2.2","22","±25","3.6%","±4.3","9","±15","1.1%","±2.0","122","±66","10.1%","±5.9","122","±66","15.0%","±7.8","0","±13","0.0%","±9.7"
"            Other family","411","±104","35.3%","±7.5","9","±9","4.1%","±4.5","402","±103","42.5%","±8.3","0","±13","0.0%","±2.5","0","±13","0.0%","±18.4","0","±13","0.0%","±2.9","127","±182","14.6%","±18.7","7","±12","1.4%","±2.5","120","±182","33.4%","±36.7","135","±93","6.3%","±4.2","9","±15","1.2%","±2.0","126","±93","9.1%","±6.6","47","±36","3.4%","±2.7","9","±17","1.5%","±2.8","38","±32","4.9%","±4.3","17","±28","1.4%","±2.3","17","±28","2.1%","±3.5","0","±13","0.0%","±9.7"
"                Male householder, no spouse present","70","±74","6.0%","±6.2","9","±9","4.1%","±4.5","61","±74","6.5%","±7.5","0","±13","0.0%","±2.5","0","±13","0.0%","±18.4","0","±13","0.0%","±2.9","0","±13","0.0%","±4.5","0","±13","0.0%","±7.5","0","±13","0.0%","±10.5","2","±5","0.1%","±0.2","0","±13","0.0%","±5.1","2","±5","0.1%","±0.4","0","±13","0.0%","±2.8","0","±13","0.0%","±6.3","0","±13","0.0%","±5.0","17","±28","1.4%","±2.3","17","±28","2.1%","±3.5","0","±13","0.0%","±9.7"
"                    Householder 15 to 34 years","39","±64","3.4%","±5.3","0","±13","0.0%","±16.7","39","±64","4.1%","±6.5","0","±13","0.0%","±2.5","0","±13","0.0%","±18.4","0","±13","0.0%","±2.9","0","±13","0.0%","±4.5","0","±13","0.0%","±7.5","0","±13","0.0%","±10.5","2","±5","0.1%","±0.2","0","±13","0.0%","±5.1","2","±5","0.1%","±0.4","0","±13","0.0%","±2.8","0","±13","0.0%","±6.3","0","±13","0.0%","±5.0","0","±13","0.0%","±3.3","0","±13","0.0%","±4.8","0","±13","0.0%","±9.7"
"                    Householder 35 to 64 years","31","±34","2.7%","±3.0","9","±9","4.1%","±4.5","22","±34","2.3%","±3.6","0","±13","0.0%","±2.5","0","±13","0.0%","±18.4","0","±13","0.0%","±2.9","0","±13","0.0%","±4.5","0","±13","0.0%","±7.5","0","±13","0.0%","±10.5","0","±13","0.0%","±1.8","0","±13","0.0%","±5.1","0","±13","0.0%","±2.8","0","±13","0.0%","±2.8","0","±13","0.0%","±6.3","0","±13","0.0%","±5.0","17","±28","1.4%","±2.3","17","±28","2.1%","±3.5","0","±13","0.0%","±9.7"
"                    Householder 65 years and over","0","±13","0.0%","±3.4","0","±13","0.0%","±16.7","0","±13","0.0%","±4.1","0","±13","0.0%","±2.5","0","±13","0.0%","±18.4","0","±13","0.0%","±2.9","0","±13","0.0%","±4.5","0","±13","0.0%","±7.5","0","±13","0.0%","±10.5","0","±13","0.0%","±1.8","0","±13","0.0%","±5.1","0","±13","0.0%","±2.8","0","±13","0.0%","±2.8","0","±13","0.0%","±6.3","0","±13","0.0%","±5.0","0","±13","0.0%","±3.3","0","±13","0.0%","±4.8","0","±13","0.0%","±9.7"
"                Female householder, no spouse present","341","±87","29.3%","±7.1","0","±13","0.0%","±16.7","341","±87","36.1%","±8.4","0","±13","0.0%","±2.5","0","±13","0.0%","±18.4","0","±13","0.0%","±2.9","127","±182","14.6%","±18.7","7","±12","1.4%","±2.5","120","±182","33.4%","±36.7","133","±93","6.2%","±4.2","9","±15","1.2%","±2.0","124","±93","9.0%","±6.6","47","±36","3.4%","±2.7","9","±17","1.5%","±2.8","38","±32","4.9%","±4.3","0","±13","0.0%","±3.3","0","±13","0.0%","±4.8","0","±13","0.0%","±9.7"
"                    Householder 15 to 34 years","70","±46","6.0%","±3.9","0","±13","0.0%","±16.7","70","±46","7.4%","±4.8","0","±13","0.0%","±2.5","0","±13","0.0%","±18.4","0","±13","0.0%","±2.9","111","±181","12.8%","±18.9","0","±13","0.0%","±7.5","111","±181","30.9%","±37.7","26","±41","1.2%","±1.9","0","±13","0.0%","±5.1","26","±41","1.9%","±2.9","0","±13","0.0%","±2.8","0","±13","0.0%","±6.3","0","±13","0.0%","±5.0","0","±13","0.0%","±3.3","0","±13","0.0%","±4.8","0","±13","0.0%","±9.7"
"                    Householder 35 to 64 years","249","±84","21.4%","±7.2","0","±13","0.0%","±16.7","249","±84","26.3%","±8.6","0","±13","0.0%","±2.5","0","±13","0.0%","±18.4","0","±13","0.0%","±2.9","0","±13","0.0%","±4.5","0","±13","0.0%","±7.5","0","±13","0.0%","±10.5","86","±72","4.0%","±3.3","9","±15","1.2%","±2.0","77","±71","5.6%","±5.0","47","±36","3.4%","±2.7","9","±17","1.5%","±2.8","38","±32","4.9%","±4.3","0","±13","0.0%","±3.3","0","±13","0.0%","±4.8","0","±13","0.0%","±9.7"
"                    Householder 65 years and over","22","±26","1.9%","±2.3","0","±13","0.0%","±16.7","22","±26","2.3%","±2.8","0","±13","0.0%","±2.5","0","±13","0.0%","±18.4","0","±13","0.0%","±2.9","16","±18","1.8%","±2.1","7","±12","1.4%","±2.5","9","±14","2.5%","±4.1","21","±32","1.0%","±1.5","0","±13","0.0%","±5.1","21","±32","1.5%","±2.3","0","±13","0.0%","±2.8","0","±13","0.0%","±6.3","0","±13","0.0%","±5.0","0","±13","0.0%","±3.3","0","±13","0.0%","±4.8","0","±13","0.0%","±9.7"
"        Nonfamily households","639","±108","54.9%","±8.1","141","±60","64.7%","±16.6","498","±86","52.7%","±8.4","1,300","±254","83.5%","±7.2","178","±183","90.8%","±17.7","1,122","±186","82.5%","±7.4","579","±172","66.6%","±16.9","384","±169","75.1%","±12.3","195","±58","54.3%","±30.9","1,534","±237","71.2%","±8.6","481","±157","62.6%","±13.2","1,053","±189","76.0%","±11.8","940","±231","67.4%","±13.4","382","±157","62.4%","±15.1","558","±213","71.3%","±20.9","895","±194","74.3%","±9.8","531","±146","65.4%","±11.4","364","±189","92.6%","±9.7"
"            Householder living alone","575","±112","49.4%","±8.1","141","±60","64.7%","±16.6","434","±90","45.9%","±8.5","1,054","±248","67.7%","±10.0","178","±183","90.8%","±17.7","876","±181","64.4%","±10.4","459","±175","52.8%","±15.7","350","±168","68.5%","±13.4","109","±51","30.4%","±19.5","1,226","±219","56.9%","±7.8","354","±144","46.1%","±14.0","872","±174","63.0%","±11.2","729","±188","52.3%","±13.5","369","±158","60.3%","±15.4","360","±158","46.0%","±20.3","795","±181","66.0%","±10.5","507","±133","62.4%","±11.0","288","±178","73.3%","±21.6"
"                Householder 15 to 34 years","138","±61","11.9%","±5.1","0","±13","0.0%","±16.7","138","±61","14.6%","±6.3","335","±141","21.5%","±9.3","17","±20","8.7%","±16.8","318","±136","23.4%","±9.8","39","±33","4.5%","±3.8","16","±26","3.1%","±5.0","23","±21","6.4%","±6.7","498","±169","23.1%","±6.8","217","±125","28.3%","±13.2","281","±133","20.3%","±8.9","81","±104","5.8%","±7.5","19","±29","3.1%","±4.9","62","±100","7.9%","±12.7","44","±41","3.7%","±3.5","14","±23","1.7%","±2.8","30","±33","7.6%","±9.5"
"                Householder 35 to 64 years","261","±82","22.4%","±6.4","117","±60","53.7%","±18.7","144","±63","15.2%","±6.2","451","±126","29.0%","±7.7","36","±26","18.4%","±24.1","415","±130","30.5%","±8.1","187","±78","21.5%","±9.6","110","±63","21.5%","±11.6","77","±46","21.4%","±15.8","516","±145","24.0%","±7.0","137","±88","17.8%","±11.6","379","±130","27.4%","±9.8","406","±162","29.1%","±11.5","238","±144","38.9%","±17.3","168","±113","21.5%","±15.0","420","±181","34.9%","±13.9","198","±90","24.4%","±11.7","222","±170","56.5%","±25.5"
