"Label (Grouping)","Census Tract 64, District of Columbia, District of Columbia!!Occupied housing units!!Estimate","Census Tract 64, District of Columbia, District of Columbia!!Occupied housing units!!Margin of Error","Census Tract 64, District of Columbia, District of Columbia!!Percent occupied housing units!!Estimate","Census Tract 64, District of Columbia, District of Columbia!!Percent occupied housing units!!Margin of Error","Census Tract 64, District of Columbia, District of Columbia!!Owner-occupied housing units!!Estimate","Census Tract 64, District of Columbia, District of Columbia!!Owner-occupied housing units!!Margin of Error","Census Tract 64, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Estimate","Census Tract 64, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Margin of Error","Census Tract 64, District of Columbia, District of Columbia!!Renter-occupied housing units!!Estimate","Census Tract 64, District of Columbia, District of Columbia!!Renter-occupied housing units!!Margin of Error","Census Tract 64, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Estimate","Census Tract 64, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Margin of Error","Census Tract 102.01, District of Columbia, District of Columbia!!Occupied housing units!!Estimate","Census Tract 102.01, District of Columbia, District of Columbia!!Occupied housing units!!Margin of Error","Census Tract 102.01, District of Columbia, District of Columbia!!Percent occupied housing units!!Estimate","Census Tract 102.01, District of Columbia, District of Columbia!!Percent occupied housing units!!Margin of Error","Census Tract 102.01, District of Columbia, District of Columbia!!Owner-occupied housing units!!Estimate","Census Tract 102.01, District of Columbia, District of Columbia!!Owner-occupied housing units!!Margin of Error","Census Tract 102.01, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Estimate","Census Tract 102.01, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Margin of Error","Census Tract 102.01, District of Columbia, District of Columbia!!Renter-occupied housing units!!Estimate","Census Tract 102.01, District of Columbia, District of Columbia!!Renter-occupied housing units!!Margin of Error","Census Tract 102.01, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Estimate","Census Tract 102.01, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Margin of Error","Census Tract 102.02, District of Columbia, District of Columbia!!Occupied housing units!!Estimate","Census Tract 102.02, District of Columbia, District of Columbia!!Occupied housing units!!Margin of Error","Census Tract 102.02, District of Columbia, District of Columbia!!Percent occupied housing units!!Estimate","Census Tract 102.02, District of Columbia, District of Columbia!!Percent occupied housing units!!Margin of Error","Census Tract 102.02, District of Columbia, District of Columbia!!Owner-occupied housing units!!Estimate","Census Tract 102.02, District of Columbia, District of Columbia!!Owner-occupied housing units!!Margin of Error","Census Tract 102.02, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Estimate","Census Tract 102.02, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Margin of Error","Census Tract 102.02, District of Columbia, District of Columbia!!Renter-occupied housing units!!Estimate","Census Tract 102.02, District of Columbia, District of Columbia!!Renter-occupied housing units!!Margin of Error","Census Tract 102.02, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Estimate","Census Tract 102.02, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Margin of Error","Census Tract 105, District of Columbia, District of Columbia!!Occupied housing units!!Estimate","Census Tract 105, District of Columbia, District of Columbia!!Occupied housing units!!Margin of Error","Census Tract 105, District of Columbia, District of Columbia!!Percent occupied housing units!!Estimate","Census Tract 105, District of Columbia, District of Columbia!!Percent occupied housing units!!Margin of Error","Census Tract 105, District of Columbia, District of Columbia!!Owner-occupied housing units!!Estimate","Census Tract 105, District of Columbia, District of Columbia!!Owner-occupied housing units!!Margin of Error","Census Tract 105, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Estimate","Census Tract 105, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Margin of Error","Census Tract 105, District of Columbia, District of Columbia!!Renter-occupied housing units!!Estimate","Census Tract 105, District of Columbia, District of Columbia!!Renter-occupied housing units!!Margin of Error","Census Tract 105, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Estimate","Census Tract 105, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Margin of Error","Census Tract 110.01, District of Columbia, District of Columbia!!Occupied housing units!!Estimate","Census Tract 110.01, District of Columbia, District of Columbia!!Occupied housing units!!Margin of Error","Census Tract 110.01, District of Columbia, District of Columbia!!Percent occupied housing units!!Estimate","Census Tract 110.01, District of Columbia, District of Columbia!!Percent occupied housing units!!Margin of Error","Census Tract 110.01, District of Columbia, District of Columbia!!Owner-occupied housing units!!Estimate","Census Tract 110.01, District of Columbia, District of Columbia!!Owner-occupied housing units!!Margin of Error","Census Tract 110.01, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Estimate","Census Tract 110.01, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Margin of Error","Census Tract 110.01, District of Columbia, District of Columbia!!Renter-occupied housing units!!Estimate","Census Tract 110.01, District of Columbia, District of Columbia!!Renter-occupied housing units!!Margin of Error","Census Tract 110.01, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Estimate","Census Tract 110.01, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Margin of Error","Census Tract 110.02, District of Columbia, District of Columbia!!Occupied housing units!!Estimate","Census Tract 110.02, District of Columbia, District of Columbia!!Occupied housing units!!Margin of Error","Census Tract 110.02, District of Columbia, District of Columbia!!Percent occupied housing units!!Estimate","Census Tract 110.02, District of Columbia, District of Columbia!!Percent occupied housing units!!Margin of Error","Census Tract 110.02, District of Columbia, District of Columbia!!Owner-occupied housing units!!Estimate","Census Tract 110.02, District of Columbia, District of Columbia!!Owner-occupied housing units!!Margin of Error","Census Tract 110.02, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Estimate","Census Tract 110.02, District of Columbia, District of Columbia!!Percent owner-occupied housing units!!Margin of Error","Census Tract 110.02, District of Columbia, District of Columbia!!Renter-occupied housing units!!Estimate","Census Tract 110.02, District of Columbia, District of Columbia!!Renter-occupied housing units!!Margin of Error","Census Tract 110.02, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Estimate","Census Tract 110.02, District of Columbia, District of Columbia!!Percent renter-occupied housing units!!Margin of Error"
"        Under 35 years","396","±106","30.0%","±7.7","24","±32","9.2%","±12.1","372","±105","35.1%","±9.3","826","±176","47.8%","±9.8","22","±19","16.2%","±16.4","804","±177","50.5%","±10.4","361","±244","31.2%","±16.4","30","±35","5.2%","±6.1","331","±242","57.1%","±21.9","974","±248","40.5%","±9.1","323","±151","40.7%","±15.1","651","±202","40.5%","±10.4","427","±214","29.3%","±13.7","151","±111","22.4%","±15.2","276","±196","35.1%","±21.5","156","±62","14.5%","±5.8","83","±19","10.3%","±2.6","73","±63","26.9%","±23.0"
"        35 to 44 years","260","±109","19.7%","±8.0","36","±37","13.8%","±13.4","224","±107","21.2%","±9.5","418","±193","24.2%","±10.0","14","±22","10.3%","±16.3","404","±189","25.4%","±10.6","231","±81","19.9%","±8.1","84","±56","14.5%","±9.1","147","±86","25.3%","±17.3","603","±267","25.1%","±9.6","240","±128","30.3%","±14.9","363","±234","22.6%","±12.6","205","±142","14.1%","±9.3","145","±127","21.5%","±16.1","60","±45","7.6%","±6.8","170","±92","15.8%","±8.0","77","±35","9.6%","±4.2","93","±86","34.3%","±26.3"
"        45 to 54 years","179","±81","13.6%","±5.9","78","±58","30.0%","±17.2","101","±61","9.5%","±5.8","102","±57","5.9%","±3.5","36","±40","26.5%","±30.2","66","±46","4.1%","±2.9","67","±45","5.8%","±4.2","49","±40","8.5%","±7.6","18","±26","3.1%","±4.7","273","±130","11.4%","±5.4","104","±71","13.1%","±8.5","169","±114","10.5%","±6.9","295","±224","20.2%","±14.0","56","±59","8.3%","±9.0","239","±213","30.4%","±22.6","207","±95","19.2%","±8.7","159","±95","19.7%","±11.1","48","±49","17.7%","±17.0"
"        55 to 64 years","199","±90","15.1%","±6.4","51","±48","19.6%","±16.4","148","±83","14.0%","±7.3","165","±104","9.5%","±5.8","18","±29","13.2%","±21.6","147","±100","9.2%","±6.0","227","±102","19.6%","±9.5","171","±101","29.6%","±15.5","56","±42","9.7%","±8.1","297","±110","12.4%","±4.8","95","±57","12.0%","±7.5","202","±93","12.6%","±6.1","338","±139","23.2%","±10.2","216","±118","32.1%","±16.4","122","±94","15.5%","±12.8","162","±81","15.0%","±7.4","148","±76","18.4%","±9.2","14","±23","5.2%","±8.8"
"        65 to 74 years","180","±69","13.6%","±5.2","71","±41","27.3%","±13.9","109","±61","10.3%","±5.7","90","±68","5.2%","±3.9","0","±14","0.0%","±27.5","90","±68","5.7%","±4.2","115","±58","9.9%","±5.3","115","±58","19.9%","±10.5","0","±14","0.0%","±7.5","186","±93","7.7%","±4.2","15","±24","1.9%","±3.0","171","±90","10.6%","±6.3","44","±46","3.0%","±3.2","31","±40","4.6%","±5.9","13","±23","1.7%","±3.0","194","±87","18.0%","±7.5","168","±87","20.8%","±9.9","26","±30","9.6%","±11.1"
"        75 to 84 years","70","±45","5.3%","±3.4","0","±14","0.0%","±15.8","70","±45","6.6%","±4.2","127","±107","7.3%","±6.0","46","±73","33.8%","±42.1","81","±76","5.1%","±4.6","117","±112","10.1%","±9.2","107","±111","18.5%","±15.8","10","±17","1.7%","±3.0","49","±53","2.0%","±2.2","16","±26","2.0%","±3.2","33","±48","2.1%","±3.0","105","±99","7.2%","±7.2","29","±43","4.3%","±6.3","76","±92","9.7%","±12.1","127","±69","11.8%","±6.5","127","±69","15.8%","±8.4","0","±14","0.0%","±15.3"
"        85 years and over","35","±41","2.7%","±3.1","0","±14","0.0%","±15.8","35","±41","3.3%","±3.9","0","±14","0.0%","±2.6","0","±14","0.0%","±27.5","0","±14","0.0%","±2.8","40","±39","3.5%","±3.5","22","±27","3.8%","±4.9","18","±29","3.1%","±5.4","20","±39","0.8%","±1.6","0","±14","0.0%","±5.5","20","±39","1.2%","±2.4","45","±51","3.1%","±3.5","45","±51","6.7%","±7.5","0","±14","0.0%","±5.6","61","±48","5.7%","±4.4","44","±40","5.5%","±4.9","17","±27","6.3%","±10.8"
"    EDUCATIONAL ATTAINMENT OF HOUSEHOLDER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Less than high school graduate","444","±135","33.7%","±9.4","17","±19","6.5%","±8.2","427","±132","40.3%","±10.3","20","±30","1.2%","±1.8","0","±14","0.0%","±27.5","20","±30","1.3%","±1.9","40","±36","3.5%","±3.2","30","±30","5.2%","±5.1","10","±17","1.7%","±3.0","161","±89","6.7%","±3.8","0","±14","0.0%","±5.5","161","±89","10.0%","±5.5","141","±103","9.7%","±7.6","0","±14","0.0%","±6.5","141","±103","17.9%","±14.6","18","±27","1.7%","±2.5","18","±27","2.2%","±3.4","0","±14","0.0%","±15.3"
"        High school graduate (includes equivalency)","253","±93","19.2%","±7.0","20","±24","7.7%","±8.9","233","±92","22.0%","±8.6","0","±14","0.0%","±2.6","0","±14","0.0%","±27.5","0","±14","0.0%","±2.8","21","±21","1.8%","±1.9","11","±15","1.9%","±2.6","10","±15","1.7%","±2.7","208","±96","8.7%","±4.4","0","±14","0.0%","±5.5","208","±96","12.9%","±6.6","168","±196","11.5%","±12.7","0","±14","0.0%","±6.5","168","±196","21.4%","±21.9","65","±70","6.0%","±6.3","53","±68","6.6%","±8.1","12","±20","4.4%","±7.3"
"        Some college or associate's degree","151","±70","11.4%","±5.0","43","±39","16.5%","±14.6","108","±60","10.2%","±5.4","175","±137","10.1%","±7.5","0","±14","0.0%","±27.5","175","±137","11.0%","±8.1","193","±233","16.7%","±17.8","3","±5","0.5%","±0.9","190","±233","32.8%","±29.9","220","±136","9.2%","±5.5","15","±24","1.9%","±3.0","205","±134","12.7%","±8.0","94","±71","6.4%","±5.0","67","±62","10.0%","±9.4","27","±39","3.4%","±5.3","138","±99","12.8%","±8.7","57","±50","7.1%","±6.2","81","±83","29.9%","±25.8"
"        Bachelor's degree or higher","471","±117","35.7%","±8.4","180","±86","69.2%","±14.5","291","±78","27.5%","±7.9","1,533","±198","88.7%","±7.6","136","±77","100.0%","±27.5","1,397","±203","87.8%","±8.2","904","±155","78.1%","±17.4","534","±150","92.4%","±5.6","370","±105","63.8%","±29.0","1,813","±323","75.5%","±7.1","778","±178","98.1%","±3.0","1,035","±281","64.3%","±10.1","1,056","±236","72.4%","±13.2","606","±191","90.0%","±9.4","450","±215","57.3%","±22.4","856","±112","79.5%","±10.3","678","±115","84.1%","±9.6","178","±75","65.7%","±25.5"
"    YEAR HOUSEHOLDER MOVED INTO UNIT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Moved in 2019 or later","123","±85","9.3%","±6.2","25","±32","9.6%","±11.9","98","±73","9.3%","±6.5","369","±178","21.4%","±9.5","0","±14","0.0%","±27.5","369","±178","23.2%","±10.1","170","±97","14.7%","±8.5","58","±68","10.0%","±11.2","112","±79","19.3%","±14.4","530","±256","22.1%","±9.2","122","±121","15.4%","±14.6","408","±244","25.4%","±13.2","216","±154","14.8%","±9.5","67","±110","10.0%","±14.7","149","±103","19.0%","±12.7","119","±45","11.0%","±4.0","85","±24","10.5%","±3.2","34","±37","12.5%","±13.7"
"        Moved in 2015 to 2018","469","±114","35.6%","±8.7","71","±52","27.3%","±18.2","398","±117","37.6%","±10.2","962","±184","55.7%","±9.8","41","±37","30.1%","±32.7","921","±186","57.9%","±10.4","552","±242","47.7%","±14.0","147","±89","25.4%","±13.4","405","±236","69.8%","±17.5","811","±213","33.8%","±8.1","251","±130","31.7%","±13.2","560","±178","34.8%","±9.5","368","±224","25.2%","±14.3","107","±92","15.9%","±13.2","261","±215","33.2%","±23.2","460","±121","42.7%","±10.2","335","±118","41.6%","±11.5","125","±78","46.1%","±24.9"
"        Moved in 2010 to 2014","251","±91","19.0%","±6.6","10","±19","3.8%","±7.5","241","±91","22.8%","±8.4","231","±123","13.4%","±6.9","84","±84","61.8%","±36.1","147","±91","9.2%","±5.7","26","±21","2.2%","±1.7","7","±13","1.2%","±2.3","19","±18","3.3%","±3.3","526","±175","21.9%","±7.4","307","±149","38.7%","±18.0","219","±133","13.6%","±8.0","389","±176","26.7%","±12.1","188","±98","27.9%","±15.2","201","±150","25.6%","±18.9","152","±99","14.1%","±8.7","52","±45","6.5%","±5.4","100","±85","36.9%","±24.7"
"        Moved in 2000 to 2009","265","±109","20.1%","±7.7","71","±60","27.3%","±17.0","194","±97","18.3%","±8.8","90","±68","5.2%","±3.9","11","±18","8.1%","±13.1","79","±65","5.0%","±4.1","129","±67","11.1%","±6.0","103","±60","17.8%","±10.8","26","±30","4.5%","±5.5","330","±143","13.7%","±5.7","82","±56","10.3%","±7.5","248","±138","15.4%","±8.2","127","±105","8.7%","±7.1","28","±37","4.2%","±5.5","99","±101","12.6%","±13.1","108","±59","10.0%","±5.5","108","±59","13.4%","±7.3","0","±14","0.0%","±15.3"
"        Moved in 1990 to 1999","182","±77","13.8%","±5.8","58","±42","22.3%","±14.0","124","±69","11.7%","±6.7","15","±20","0.9%","±1.2","0","±14","0.0%","±27.5","15","±20","0.9%","±1.3","53","±39","4.6%","±3.6","53","±39","9.2%","±7.4","0","±14","0.0%","±7.5","104","±59","4.3%","±2.5","15","±25","1.9%","±3.1","89","±53","5.5%","±3.6","120","±92","8.2%","±6.4","120","±92","17.8%","±12.2","0","±14","0.0%","±5.6","88","±61","8.2%","±5.7","88","±61","10.9%","±7.6","0","±14","0.0%","±15.3"
